,host_is_superhost
5612,f
5613,t
5614,f
5615,f
5616,f
5617,f
5618,t
5619,f
5620,f
5621,f
5622,f
5623,t
5624,f
5625,f
5626,t
5627,t
5628,f
5629,f
5630,t
5631,f
5632,f
5633,f
5634,f
5635,f
5636,f
5637,f
5638,f
5639,t
5640,t
5641,f
5642,f
5643,f
5644,f
5645,f
5646,t
5647,t
5648,f
5649,f
5650,f
5651,t
5652,t
5653,f
5654,f
5655,t
5656,No mencionado
5657,t
5658,t
5659,f
5660,f
5661,f
5662,f
5663,f
5664,f
5665,f
5666,f
5667,f
5668,f
5669,f
5670,f
5671,f
5672,t
5673,f
5674,t
5675,f
5676,f
5677,f
5678,No mencionado
5679,f
5680,No mencionado
5681,No mencionado
5682,t
5683,f
5684,t
5685,t
5686,f
5687,f
5688,f
5689,t
5690,f
5691,t
5692,t
5693,f
5694,f
5695,t
5696,f
5697,f
5698,f
5699,t
5700,t
5701,t
5702,f
5703,t
5704,t
5705,f
5706,f
5707,t
5708,t
5709,No mencionado
5710,f
5711,f
5712,f
5713,t
5714,t
5715,f
5716,f
5717,f
5718,f
5719,f
5720,f
5721,f
5722,t
5723,t
5724,t
5725,f
5726,f
5727,f
5728,f
5729,t
5730,f
5731,t
5732,f
5733,t
5734,f
5735,f
5736,f
5737,f
5738,f
5739,f
5740,t
5741,f
5742,f
5743,f
5744,f
5745,f
5746,f
5747,f
5748,t
5749,f
5750,f
5751,f
5752,f
5753,f
5754,f
5755,f
5756,f
5757,f
5758,f
5759,t
5760,f
5761,f
5762,f
5763,t
5764,f
5765,f
5766,f
5767,No mencionado
5768,f
5769,f
5770,f
5771,f
5772,f
5773,f
5774,f
5775,f
5776,f
5777,f
5778,t
5779,f
5780,f
5781,f
5782,f
5783,f
5784,f
5785,t
5786,f
5787,f
5788,f
5789,f
5790,f
5791,f
5792,f
5793,No mencionado
5794,t
5795,f
5796,f
5797,f
5798,f
5799,f
5800,f
5801,t
5802,f
5803,f
5804,f
5805,f
5806,f
5807,t
5808,t
5809,f
5810,f
5811,f
5812,f
5813,f
5814,t
5815,No mencionado
5816,t
5817,f
5818,f
5819,f
5820,f
5821,t
5822,f
5823,f
5824,f
5825,f
5826,f
5827,No mencionado
5828,t
5829,f
5830,t
5831,No mencionado
5832,f
5833,t
5834,f
5835,f
5836,t
5837,No mencionado
5838,f
5839,t
5840,t
5841,f
5842,t
5843,f
5844,f
5845,f
5846,t
5847,t
5848,f
5849,f
5850,f
5851,t
5852,t
5853,f
5854,f
5855,f
5856,f
5857,t
5858,t
5859,f
5860,f
5861,t
5862,f
5863,t
5864,f
5865,f
5866,f
5867,f
5868,f
5869,f
5870,f
5871,f
5872,f
5873,f
5874,f
5875,f
5876,f
5877,f
5878,f
5879,f
5880,f
5881,t
5882,f
5883,t
5884,f
5885,f
5886,f
5887,f
5888,f
5889,f
5890,f
5891,f
5892,f
5893,f
5894,f
5895,f
5896,f
5897,f
5898,t
5899,f
5900,f
5901,t
5902,No mencionado
5903,f
5904,f
5905,t
5906,t
5907,t
5908,f
5909,f
5910,f
5911,f
5912,f
5913,f
5914,f
5915,f
5916,f
5917,f
5918,f
5919,f
5920,f
5921,t
5922,f
5923,f
5924,f
5925,f
5926,No mencionado
5927,No mencionado
5928,f
5929,f
5930,f
5931,t
5932,t
5933,t
5934,t
5935,No mencionado
5936,f
5937,f
5938,f
5939,f
5940,f
5941,f
5942,f
5943,t
5944,f
5945,f
5946,t
5947,f
5948,t
5949,t
5950,t
5951,t
5952,t
5953,f
5954,f
5955,f
5956,f
5957,f
5958,f
5959,f
5960,f
5961,t
5962,f
5963,f
5964,f
5965,No mencionado
5966,f
5967,t
5968,f
5969,f
5970,f
5971,f
5972,t
5973,t
5974,t
5975,f
5976,f
5977,f
5978,t
5979,t
5980,f
5981,t
5982,f
5983,t
5984,f
5985,t
5986,t
5987,t
5988,t
5989,t
5990,f
5991,t
5992,t
5993,f
5994,f
5995,t
5996,f
5997,f
5998,t
5999,f
6000,f
6001,f
6002,t
6003,t
6004,f
6005,f
6006,f
6007,f
6008,f
6009,t
6010,f
6011,f
6012,t
6013,t
6014,f
6015,f
6016,f
6017,f
6018,f
6019,f
6020,f
6021,f
6022,f
6023,t
6024,f
6025,f
6026,f
6027,f
6028,No mencionado
6029,f
6030,f
6031,f
6032,f
6033,f
6034,t
6035,f
6036,f
6037,f
6038,f
6039,t
6040,f
6041,No mencionado
6042,t
6043,t
6044,f
6045,f
6046,f
6047,f
6048,t
6049,t
6050,f
6051,f
6052,t
6053,t
6054,f
6055,f
6056,f
6057,f
6058,f
6059,t
6060,t
6061,f
6062,f
6063,f
6064,f
6065,f
6066,f
6067,f
6068,f
6069,f
6070,f
6071,f
6072,f
6073,f
6074,f
6075,t
6076,f
6077,f
6078,f
6079,t
6080,f
6081,f
6082,t
6083,f
6084,f
6085,f
6086,No mencionado
6087,No mencionado
6088,No mencionado
6089,f
6090,f
6091,f
6092,f
6093,No mencionado
6094,t
6095,f
6096,f
6097,t
6098,f
6099,f
6100,f
6101,f
6102,f
6103,f
6104,f
6105,f
6106,t
6107,f
6108,f
6109,f
6110,f
6111,f
6112,f
6113,f
6114,f
6115,f
6116,f
6117,f
6118,f
6119,f
6120,f
6121,f
6122,t
6123,f
6124,f
6125,f
6126,t
6127,t
6128,f
6129,f
6130,f
6131,f
6132,f
6133,t
6134,f
6135,f
6136,f
6137,f
6138,f
6139,t
6140,f
6141,f
6142,t
6143,f
6144,f
6145,f
6146,f
6147,f
6148,f
6149,f
6150,f
6151,t
6152,f
6153,t
6154,f
6155,f
6156,f
6157,t
6158,f
6159,f
6160,t
6161,f
6162,t
6163,t
6164,t
6165,t
6166,f
6167,f
6168,f
6169,f
6170,f
6171,t
6172,t
6173,t
6174,f
6175,t
6176,f
6177,f
6178,t
6179,t
6180,t
6181,f
6182,t
6183,f
6184,f
6185,f
6186,f
6187,f
6188,t
6189,f
6190,f
6191,t
6192,t
6193,t
6194,t
6195,f
6196,f
6197,t
6198,t
6199,f
6200,t
6201,f
6202,t
6203,t
6204,t
6205,t
6206,t
6207,f
6208,f
6209,f
6210,f
6211,f
6212,f
6213,f
6214,f
6215,f
6216,f
6217,f
6218,f
6219,f
6220,f
6221,f
6222,f
6223,f
6224,t
6225,f
6226,f
6227,f
6228,f
6229,t
6230,f
6231,f
6232,f
6233,f
6234,f
6235,f
6236,f
6237,t
6238,t
6239,f
6240,f
6241,f
6242,f
6243,f
6244,f
6245,f
6246,f
6247,t
6248,f
6249,t
6250,f
6251,t
6252,f
6253,f
6254,f
6255,f
6256,t
6257,f
6258,t
6259,f
6260,t
6261,f
6262,f
6263,t
6264,f
6265,t
6266,f
6267,t
6268,f
6269,t
6270,f
6271,t
6272,t
6273,t
6274,f
6275,f
6276,f
6277,f
6278,f
6279,t
6280,t
6281,t
6282,t
6283,f
6284,f
6285,t
6286,t
6287,f
6288,t
6289,f
6290,f
6291,f
6292,f
6293,f
6294,f
6295,f
6296,f
6297,f
6298,f
6299,f
6300,No mencionado
6301,f
6302,f
6303,f
6304,f
6305,f
6306,f
6307,No mencionado
6308,f
6309,t
6310,f
6311,f
6312,f
6313,f
6314,f
6315,t
6316,f
6317,t
6318,f
6319,f
6320,f
6321,f
6322,f
6323,f
6324,f
6325,f
6326,f
6327,t
6328,f
6329,f
6330,t
6331,f
6332,f
6333,t
6334,f
6335,t
6336,f
6337,t
6338,t
6339,t
6340,No mencionado
6341,f
6342,f
6343,t
6344,f
6345,t
6346,f
6347,t
6348,f
6349,f
6350,f
6351,f
6352,f
6353,f
6354,t
6355,t
6356,t
6357,t
6358,t
6359,t
6360,f
6361,f
6362,t
6363,f
6364,f
6365,f
6366,f
6367,f
6368,t
6369,f
6370,t
6371,f
6372,f
6373,f
6374,f
6375,f
6376,f
6377,f
6378,t
6379,f
6380,f
6381,f
6382,f
6383,f
6384,f
6385,f
6386,No mencionado
6387,f
6388,t
6389,f
6390,f
6391,f
6392,f
6393,t
6394,f
6395,t
6396,f
6397,f
6398,f
6399,f
6400,f
6401,f
6402,f
6403,f
6404,f
6405,f
6406,f
6407,f
6408,f
6409,f
6410,f
6411,f
6412,f
6413,f
6414,f
6415,f
6416,f
6417,f
6418,f
6419,f
6420,f
6421,f
6422,f
6423,f
6424,f
6425,f
6426,f
6427,f
6428,f
6429,t
6430,f
6431,f
6432,f
6433,f
6434,f
6435,f
6436,f
6437,f
6438,t
6439,f
6440,t
6441,f
6442,f
6443,f
6444,f
6445,f
6446,f
6447,f
6448,f
6449,t
6450,f
6451,f
6452,f
6453,f
6454,f
6455,No mencionado
6456,f
6457,t
6458,f
6459,t
6460,f
6461,t
6462,t
6463,t
6464,t
6465,t
6466,f
6467,f
6468,f
6469,f
6470,No mencionado
6471,f
6472,f
6473,f
6474,f
6475,t
6476,t
6477,t
6478,t
6479,t
6480,t
6481,f
6482,t
6483,f
6484,f
6485,f
6486,f
6487,f
6488,f
6489,t
6490,t
6491,f
6492,f
6493,f
6494,t
6495,f
6496,f
6497,f
6498,f
6499,f
6500,f
6501,f
6502,f
6503,f
6504,f
6505,f
6506,f
6507,f
6508,f
6509,f
6510,t
6511,t
6512,f
6513,t
6514,f
6515,f
6516,f
6517,f
6518,t
6519,t
6520,f
6521,f
6522,f
6523,f
6524,t
6525,t
6526,f
6527,t
6528,t
6529,f
6530,f
6531,t
6532,f
6533,f
6534,f
6535,f
6536,f
6537,f
6538,f
6539,f
6540,t
6541,f
6542,f
6543,f
6544,t
6545,f
6546,f
6547,f
6548,t
6549,t
6550,f
6551,f
6552,f
6553,f
6554,f
6555,f
6556,f
6557,f
6558,f
6559,f
6560,f
6561,f
6562,f
6563,t
6564,No mencionado
6565,f
6566,f
6567,f
6568,f
6569,f
6570,f
6571,t
6572,t
6573,t
6574,f
6575,f
6576,f
6577,f
6578,f
6579,f
6580,t
6581,t
6582,f
6583,f
6584,t
6585,t
6586,f
6587,f
6588,f
6589,t
6590,t
6591,t
6592,f
6593,f
6594,f
6595,No mencionado
6596,f
6597,t
6598,t
6599,f
6600,t
6601,f
6602,f
6603,t
6604,t
6605,f
6606,f
6607,f
6608,f
6609,f
6610,f
6611,f
6612,t
6613,f
6614,t
6615,t
6616,f
6617,f
6618,f
6619,f
6620,f
6621,f
6622,f
6623,t
6624,f
6625,t
6626,f
6627,t
6628,f
6629,f
6630,f
6631,f
6632,f
6633,f
6634,f
6635,f
6636,f
6637,f
6638,f
6639,f
6640,f
6641,f
6642,f
6643,f
6644,f
6645,f
6646,f
6647,f
6648,f
6649,f
6650,f
6651,f
6652,f
6653,f
6654,f
6655,f
6656,f
6657,t
6658,f
6659,t
6660,f
6661,f
6662,t
6663,t
6664,t
6665,f
6666,f
6667,f
6668,f
6669,f
6670,t
6671,f
6672,f
6673,f
6674,f
6675,f
6676,f
6677,f
6678,f
6679,f
6680,t
6681,No mencionado
6682,f
6683,f
6684,f
6685,f
6686,f
6687,t
6688,t
6689,f
6690,t
6691,f
6692,f
6693,f
6694,f
6695,f
6696,No mencionado
6697,f
6698,f
6699,f
6700,f
6701,f
6702,f
6703,t
6704,f
6705,f
6706,f
6707,t
6708,f
6709,f
6710,f
6711,f
6712,t
6713,t
6714,t
6715,f
6716,f
6717,f
6718,t
6719,f
6720,t
6721,t
6722,t
6723,f
6724,f
6725,f
6726,f
6727,f
6728,f
6729,f
6730,f
6731,f
6732,No mencionado
6733,f
6734,f
6735,f
6736,f
6737,f
6738,f
6739,f
6740,f
6741,f
6742,f
6743,f
6744,f
6745,t
6746,f
6747,t
6748,f
6749,f
6750,f
6751,f
6752,f
6753,f
6754,f
6755,f
6756,f
6757,f
6758,f
6759,f
6760,f
6761,f
6762,f
6763,f
6764,f
6765,f
6766,f
6767,f
6768,f
6769,f
6770,f
6771,f
6772,f
6773,f
6774,f
6775,f
6776,f
6777,f
6778,f
6779,f
6780,t
6781,f
6782,f
6783,f
6784,f
6785,f
6786,f
6787,f
6788,f
6789,f
6790,f
6791,f
6792,f
6793,f
6794,f
6795,f
6796,f
6797,f
6798,f
6799,f
6800,f
6801,f
6802,f
6803,f
6804,f
6805,f
6806,f
6807,f
6808,f
6809,f
6810,f
6811,f
6812,f
6813,f
6814,f
6815,f
6816,f
6817,f
6818,f
6819,f
6820,f
6821,f
6822,f
6823,f
6824,f
6825,f
6826,f
6827,f
6828,f
6829,f
6830,f
6831,f
6832,f
6833,f
6834,f
6835,f
6836,f
6837,f
6838,f
6839,f
6840,f
6841,f
6842,f
6843,f
6844,f
6845,f
6846,f
6847,f
6848,f
6849,f
6850,f
6851,f
6852,t
6853,f
6854,f
6855,f
6856,No mencionado
6857,f
6858,No mencionado
6859,f
6860,f
6861,t
6862,t
6863,No mencionado
6864,f
6865,t
6866,f
6867,f
6868,f
6869,f
6870,f
6871,f
6872,f
6873,f
6874,f
6875,f
6876,f
6877,f
6878,f
6879,f
6880,f
6881,f
6882,f
6883,f
6884,f
6885,f
6886,f
6887,f
6888,f
6889,f
6890,f
6891,f
6892,f
6893,f
6894,f
6895,f
6896,f
6897,f
6898,f
6899,f
6900,f
6901,f
6902,f
6903,f
6904,f
6905,f
6906,t
6907,t
6908,f
6909,f
6910,f
6911,f
6912,t
6913,t
6914,t
6915,f
6916,f
6917,f
6918,f
6919,f
6920,f
6921,f
6922,f
6923,f
6924,f
6925,f
6926,f
6927,f
6928,f
6929,f
6930,f
6931,f
6932,f
6933,f
6934,f
6935,f
6936,f
6937,f
6938,f
6939,f
6940,t
6941,f
6942,f
6943,f
6944,f
6945,f
6946,f
6947,f
6948,f
6949,f
6950,f
6951,f
6952,f
6953,f
6954,f
6955,f
6956,f
6957,f
6958,f
6959,f
6960,f
6961,f
6962,f
6963,f
6964,f
6965,f
6966,f
6967,f
6968,f
6969,f
6970,f
6971,f
6972,f
6973,f
6974,f
6975,f
6976,f
6977,f
6978,f
6979,f
6980,f
6981,f
6982,f
6983,f
6984,f
6985,f
6986,f
6987,f
6988,f
6989,f
6990,f
6991,f
6992,f
6993,f
6994,f
6995,f
6996,f
6997,f
6998,f
6999,f
7000,f
7001,f
7002,f
7003,f
7004,f
7005,f
7006,f
7007,f
7008,f
7009,f
7010,f
7011,f
7012,f
7013,f
7014,f
7015,f
7016,f
7017,f
7018,f
7019,f
7020,f
7021,f
7022,f
7023,f
7024,f
7025,f
7026,f
7027,f
7028,f
7029,f
7030,t
7031,f
7032,f
7033,t
7034,f
7035,t
7036,f
7037,f
7038,f
7039,t
7040,f
7041,t
7042,f
7043,f
7044,f
7045,f
7046,f
7047,f
7048,f
7049,f
7050,f
7051,f
7052,t
7053,f
7054,f
7055,f
7056,f
7057,f
7058,f
7059,f
7060,f
7061,t
7062,t
7063,f
7064,No mencionado
7065,f
7066,f
7067,t
7068,f
7069,f
7070,f
7071,f
7072,f
7073,f
7074,f
7075,f
7076,f
7077,f
7078,f
7079,t
7080,t
7081,f
7082,t
7083,f
7084,f
7085,f
7086,f
7087,f
7088,f
7089,f
7090,f
7091,f
7092,t
7093,f
7094,f
7095,f
7096,t
7097,f
7098,t
7099,No mencionado
7100,f
7101,f
7102,f
7103,f
7104,t
7105,t
7106,f
7107,f
7108,f
7109,t
7110,f
7111,t
7112,f
7113,f
7114,t
7115,t
7116,f
7117,t
7118,t
7119,f
7120,f
7121,f
7122,No mencionado
7123,t
7124,t
7125,t
7126,t
7127,f
7128,t
7129,t
7130,f
7131,t
7132,f
7133,f
7134,f
7135,t
7136,t
7137,t
7138,f
7139,f
7140,f
7141,f
7142,t
7143,f
7144,t
7145,f
7146,No mencionado
7147,f
7148,No mencionado
7149,f
7150,f
7151,f
7152,f
7153,f
7154,f
7155,f
7156,f
7157,f
7158,f
7159,t
7160,f
7161,f
7162,t
7163,f
7164,t
7165,f
7166,f
7167,f
7168,f
7169,f
7170,t
7171,f
7172,f
7173,f
7174,f
7175,t
7176,f
7177,f
7178,f
7179,f
7180,f
7181,f
7182,f
7183,f
7184,f
7185,f
7186,f
7187,t
7188,t
7189,f
7190,f
7191,t
7192,f
7193,t
7194,t
7195,f
7196,f
7197,t
7198,f
7199,t
7200,f
7201,f
7202,f
7203,t
7204,t
7205,f
7206,t
7207,f
7208,t
7209,f
7210,f
7211,f
7212,f
7213,f
7214,t
7215,f
7216,f
7217,f
7218,f
7219,f
7220,f
7221,f
7222,f
7223,f
7224,f
7225,f
7226,f
7227,f
7228,f
7229,f
7230,f
7231,f
7232,t
7233,t
7234,No mencionado
7235,t
7236,f
7237,t
7238,t
7239,t
7240,t
7241,f
7242,t
7243,t
7244,f
7245,t
7246,No mencionado
7247,f
7248,f
7249,t
7250,f
7251,f
7252,t
7253,f
7254,f
7255,f
7256,f
7257,f
7258,f
7259,t
7260,f
7261,f
7262,f
7263,f
7264,f
7265,f
7266,f
7267,No mencionado
7268,f
7269,f
7270,f
7271,f
7272,f
7273,f
7274,f
7275,f
7276,f
7277,f
7278,f
7279,t
7280,f
7281,t
7282,t
7283,f
7284,f
7285,f
7286,f
7287,t
7288,t
7289,f
7290,f
7291,t
7292,f
7293,f
7294,t
7295,f
7296,f
7297,f
7298,t
7299,f
7300,f
7301,f
7302,f
7303,t
7304,f
7305,f
7306,f
7307,f
7308,f
7309,t
7310,t
7311,f
7312,f
7313,t
7314,f
7315,f
7316,No mencionado
7317,f
7318,t
7319,f
7320,f
7321,t
7322,f
7323,f
7324,t
7325,f
7326,f
7327,f
7328,t
7329,t
7330,f
7331,t
7332,t
7333,t
7334,f
7335,f
7336,f
7337,t
7338,f
7339,t
7340,f
7341,f
7342,t
7343,t
7344,t
7345,t
7346,t
7347,t
7348,f
7349,No mencionado
7350,f
7351,t
7352,f
7353,t
7354,f
7355,f
7356,f
7357,f
7358,f
7359,f
7360,t
7361,f
7362,No mencionado
7363,f
7364,t
7365,t
7366,f
7367,t
7368,f
7369,t
7370,t
7371,t
7372,f
7373,f
7374,t
7375,f
7376,f
7377,t
7378,f
7379,f
7380,f
7381,f
7382,f
7383,No mencionado
7384,No mencionado
7385,t
7386,t
7387,t
7388,f
7389,f
7390,f
7391,f
7392,f
7393,f
7394,f
7395,t
7396,f
7397,f
7398,f
7399,f
7400,t
7401,f
7402,t
7403,f
7404,f
7405,f
7406,f
7407,f
7408,f
7409,f
7410,t
7411,f
7412,t
7413,f
7414,f
7415,t
7416,t
7417,f
7418,f
7419,f
7420,t
7421,f
7422,f
7423,f
7424,f
7425,f
7426,f
7427,t
7428,f
7429,t
7430,No mencionado
7431,f
7432,f
7433,f
7434,f
7435,t
7436,f
7437,f
7438,t
7439,f
7440,f
7441,f
7442,f
7443,f
7444,f
7445,No mencionado
7446,f
7447,t
7448,f
7449,f
7450,f
7451,f
7452,f
7453,f
7454,t
7455,f
7456,f
7457,f
7458,No mencionado
7459,f
7460,f
7461,f
7462,t
7463,t
7464,f
7465,f
7466,No mencionado
7467,f
7468,t
7469,f
7470,t
7471,f
7472,t
7473,f
7474,f
7475,t
7476,f
7477,f
7478,f
7479,f
7480,t
7481,f
7482,t
7483,t
7484,f
7485,f
7486,f
7487,f
7488,No mencionado
7489,f
7490,t
7491,t
7492,t
7493,No mencionado
7494,f
7495,t
7496,f
7497,t
7498,t
7499,f
7500,f
7501,f
7502,f
7503,f
7504,t
7505,t
7506,f
7507,f
7508,f
7509,f
7510,t
7511,t
7512,t
7513,t
7514,f
7515,f
7516,f
7517,f
7518,t
7519,t
7520,t
7521,t
7522,f
7523,f
7524,f
7525,f
7526,f
7527,t
7528,t
7529,f
7530,f
7531,f
7532,f
7533,t
7534,f
7535,t
7536,t
7537,t
7538,t
7539,No mencionado
7540,t
7541,f
7542,t
7543,f
7544,f
7545,f
7546,f
7547,f
7548,f
7549,f
7550,f
7551,f
7552,f
7553,f
7554,f
7555,f
7556,f
7557,f
7558,f
7559,f
7560,f
7561,f
7562,f
7563,f
7564,f
7565,f
7566,f
7567,f
7568,f
7569,f
7570,f
7571,f
7572,f
7573,f
7574,f
7575,f
7576,f
7577,f
7578,f
7579,f
7580,f
7581,f
7582,f
7583,f
7584,f
7585,f
7586,f
7587,f
7588,f
7589,f
7590,f
7591,f
7592,f
7593,f
7594,t
7595,f
7596,No mencionado
7597,f
7598,t
7599,f
7600,f
7601,f
7602,f
7603,f
7604,f
7605,f
7606,t
7607,f
7608,t
7609,t
7610,f
7611,t
7612,t
7613,t
7614,f
7615,f
7616,f
7617,f
7618,f
7619,f
7620,f
7621,f
7622,t
7623,t
7624,f
7625,f
7626,f
7627,f
7628,f
7629,f
7630,f
7631,t
7632,t
7633,t
7634,t
7635,t
7636,f
7637,f
7638,f
7639,f
7640,f
7641,f
7642,f
7643,f
7644,f
7645,f
7646,t
7647,f
7648,f
7649,t
7650,f
7651,f
7652,f
7653,f
7654,f
7655,No mencionado
7656,f
7657,f
7658,f
7659,f
7660,f
7661,f
7662,f
7663,f
7664,f
7665,f
7666,f
7667,f
7668,f
7669,f
7670,f
7671,f
7672,f
7673,f
7674,f
7675,f
7676,f
7677,f
7678,f
7679,t
7680,f
7681,t
7682,t
7683,f
7684,t
7685,f
7686,f
7687,f
7688,t
7689,t
7690,f
7691,f
7692,f
7693,f
7694,f
7695,f
7696,f
7697,f
7698,f
7699,f
7700,f
7701,f
7702,f
7703,f
7704,t
7705,f
7706,f
7707,t
7708,f
7709,f
7710,t
7711,f
7712,f
7713,f
7714,f
7715,t
7716,f
7717,f
7718,f
7719,f
7720,t
7721,f
7722,f
7723,t
7724,f
7725,f
7726,f
7727,f
7728,f
7729,f
7730,t
7731,f
7732,f
7733,f
7734,t
7735,f
7736,f
7737,f
7738,f
7739,f
7740,f
7741,f
7742,f
7743,f
7744,f
7745,t
7746,f
7747,t
7748,f
7749,t
7750,f
7751,f
7752,f
7753,f
7754,t
7755,t
7756,t
7757,t
7758,t
7759,f
7760,t
7761,t
7762,f
7763,f
7764,f
7765,f
7766,t
7767,t
7768,f
7769,f
7770,f
7771,t
7772,f
7773,f
7774,f
7775,t
7776,f
7777,t
7778,t
7779,f
7780,t
7781,t
7782,t
7783,f
7784,f
7785,f
7786,f
7787,f
7788,f
7789,f
7790,f
7791,t
7792,f
7793,f
7794,f
7795,f
7796,f
7797,f
7798,f
7799,No mencionado
7800,f
7801,f
7802,f
7803,t
7804,f
7805,f
7806,f
7807,f
7808,No mencionado
7809,No mencionado
7810,f
7811,f
7812,f
7813,t
7814,t
7815,f
7816,No mencionado
7817,f
7818,t
7819,f
7820,f
7821,t
7822,t
7823,f
7824,t
7825,t
7826,t
7827,f
7828,f
7829,t
7830,f
7831,t
7832,f
7833,f
7834,f
7835,f
7836,f
7837,f
7838,t
7839,f
7840,f
7841,f
7842,f
7843,f
7844,t
7845,t
7846,f
7847,t
7848,t
7849,t
7850,t
7851,t
7852,t
7853,f
7854,t
7855,f
7856,f
7857,f
7858,f
7859,t
7860,t
7861,t
7862,f
7863,t
7864,f
7865,t
7866,f
7867,t
7868,f
7869,f
7870,f
7871,t
7872,t
7873,f
7874,t
7875,f
7876,f
7877,f
7878,f
7879,f
7880,f
7881,f
7882,f
7883,t
7884,f
7885,f
7886,No mencionado
7887,f
7888,f
7889,f
7890,f
7891,f
7892,f
7893,f
7894,f
7895,f
7896,f
7897,t
7898,f
7899,f
7900,t
7901,f
7902,t
7903,No mencionado
7904,f
7905,f
7906,f
7907,t
7908,t
7909,t
7910,t
7911,f
7912,t
7913,f
7914,t
7915,t
7916,f
7917,f
7918,t
7919,f
7920,No mencionado
7921,f
7922,f
7923,f
7924,No mencionado
7925,t
7926,t
7927,f
7928,f
7929,f
7930,f
7931,t
7932,f
7933,f
7934,f
7935,f
7936,f
7937,t
7938,f
7939,t
7940,f
7941,f
7942,t
7943,f
7944,t
7945,f
7946,t
7947,f
7948,f
7949,t
7950,t
7951,f
7952,No mencionado
7953,t
7954,No mencionado
7955,f
7956,f
7957,t
7958,t
7959,t
7960,f
7961,t
7962,f
7963,f
7964,f
7965,t
7966,f
7967,f
7968,f
7969,f
7970,f
7971,f
7972,f
7973,f
7974,f
7975,f
7976,f
7977,f
7978,f
7979,t
7980,f
7981,f
7982,f
7983,f
7984,f
7985,f
7986,f
7987,f
7988,f
7989,f
7990,f
7991,f
7992,f
7993,f
7994,t
7995,f
7996,f
7997,f
7998,f
7999,f
8000,f
8001,f
8002,f
8003,t
8004,t
8005,t
8006,t
8007,f
8008,t
8009,t
8010,f
8011,f
8012,f
8013,f
8014,f
8015,No mencionado
8016,No mencionado
8017,t
8018,t
8019,f
8020,f
8021,f
8022,f
8023,t
8024,t
8025,f
8026,t
8027,t
8028,f
8029,f
8030,f
8031,f
8032,f
8033,f
8034,f
8035,f
8036,f
8037,f
8038,f
8039,t
8040,f
8041,t
8042,t
8043,f
8044,t
8045,f
8046,f
8047,f
8048,f
8049,f
8050,f
8051,f
8052,f
8053,f
8054,f
8055,t
8056,f
8057,f
8058,t
8059,f
8060,f
8061,f
8062,f
8063,f
8064,f
8065,f
8066,t
8067,f
8068,f
8069,f
8070,f
8071,t
8072,f
8073,f
8074,f
8075,f
8076,f
8077,t
8078,f
8079,t
8080,t
8081,f
8082,t
8083,t
8084,f
8085,f
8086,t
8087,f
8088,f
8089,f
8090,f
8091,f
8092,f
8093,f
8094,f
8095,f
8096,f
8097,f
8098,f
8099,No mencionado
8100,f
8101,f
8102,f
8103,t
8104,f
8105,f
8106,f
8107,f
8108,t
8109,f
8110,No mencionado
8111,t
8112,t
8113,t
8114,f
8115,f
8116,t
8117,f
8118,f
8119,f
8120,f
8121,f
8122,f
8123,f
8124,f
8125,f
8126,f
8127,f
8128,f
8129,f
8130,f
8131,f
8132,f
8133,t
8134,f
8135,f
8136,f
8137,f
8138,f
8139,f
8140,f
8141,f
8142,f
8143,f
8144,f
8145,f
8146,t
8147,f
8148,f
8149,f
8150,f
8151,f
8152,f
8153,f
8154,f
8155,f
8156,f
8157,f
8158,f
8159,f
8160,f
8161,t
8162,f
8163,f
8164,f
8165,f
8166,f
8167,f
8168,f
8169,f
8170,f
8171,t
8172,f
8173,f
8174,f
8175,f
8176,f
8177,t
8178,f
8179,f
8180,f
8181,t
8182,f
8183,f
8184,f
8185,f
8186,f
8187,f
8188,f
8189,t
8190,f
8191,f
8192,t
8193,t
8194,f
8195,f
8196,f
8197,f
8198,f
8199,f
8200,f
8201,f
8202,f
8203,t
8204,f
8205,f
8206,f
8207,f
8208,t
8209,t
8210,f
8211,f
8212,t
8213,t
8214,f
8215,f
8216,f
8217,t
8218,f
8219,f
8220,f
8221,f
8222,f
8223,f
8224,f
8225,f
8226,f
8227,f
8228,t
8229,f
8230,f
8231,f
8232,t
8233,f
8234,f
8235,f
8236,f
8237,f
8238,f
8239,f
8240,f
8241,t
8242,f
8243,f
8244,f
8245,f
8246,f
8247,No mencionado
8248,f
8249,t
8250,f
8251,f
8252,f
8253,f
8254,f
8255,f
8256,t
8257,f
8258,f
8259,f
8260,f
8261,f
8262,f
8263,f
8264,f
8265,f
8266,t
8267,f
8268,f
8269,f
8270,f
8271,f
8272,f
8273,f
8274,f
8275,t
8276,f
8277,f
8278,f
8279,f
8280,f
8281,f
8282,f
8283,f
8284,f
8285,t
8286,t
8287,t
8288,f
8289,f
8290,No mencionado
8291,f
8292,t
8293,f
8294,f
8295,f
8296,f
8297,f
8298,f
8299,f
8300,f
8301,f
8302,f
8303,f
8304,f
8305,f
8306,f
8307,f
8308,f
8309,f
8310,f
8311,f
8312,f
8313,f
8314,t
8315,t
8316,f
8317,f
8318,f
8319,f
8320,f
8321,f
8322,f
8323,f
8324,f
8325,f
8326,f
8327,f
8328,f
8329,f
8330,f
8331,f
8332,t
8333,f
8334,f
8335,f
8336,f
8337,f
8338,f
8339,f
8340,f
8341,f
8342,f
8343,f
8344,f
8345,f
8346,f
8347,f
8348,f
8349,f
8350,f
